"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"printlistofdispenseddrugs-request.patient.patientidentifikation.kodverk","printlistofdispenseddrugs-request.patient.patientidentifikation.kodverk","","","",1,1,"","","","string {[]} {[]}
","OID för kodverket","Identifiering av berört kodverk/klassifikation enligt V-TIM 2.2 (XSD-typ OID, mönster [0-9][0-9.]*).
För personnummer: 1.2.752.129.2.1.3.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.patient.patientidentifikation.kodverk",1,1,"",""
"printlistofdispenseddrugs-request.anropandeVardpersonal","printlistofdispenseddrugs-request.anropandeVardpersonal","","","",1,1,"","","","BackboneElement {[]} {[]}
","Anropande vårdpersonal","Anropande vårdpersonal","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.anropandeVardpersonal",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"printlistofdispenseddrugs-request.anropandeVardpersonal.id","printlistofdispenseddrugs-request.anropandeVardpersonal.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"printlistofdispenseddrugs-request.anropandeVardpersonal.extension","printlistofdispenseddrugs-request.anropandeVardpersonal.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"printlistofdispenseddrugs-request.anropandeVardpersonal.modifierExtension","printlistofdispenseddrugs-request.anropandeVardpersonal.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"printlistofdispenseddrugs-request.anropandeVardpersonal.efternamn","printlistofdispenseddrugs-request.anropandeVardpersonal.efternamn","","","",1,1,"","","","string {[]} {[]}
","Efternamn","Används i kombination med personHsaId för att identifiera användare. Fältlängd 1..35.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.anropandeVardpersonal.efternamn",1,1,"",""
"printlistofdispenseddrugs-request.anropandeVardpersonal.fornamn","printlistofdispenseddrugs-request.anropandeVardpersonal.fornamn","","","",1,1,"","","","string {[]} {[]}
","Förnamn","Används i kombination med personHsaId för att identifiera användare. Fältlängd 1..35.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.anropandeVardpersonal.fornamn",1,1,"",""
"printlistofdispenseddrugs-request.anropandeVardpersonal.personHsaId","printlistofdispenseddrugs-request.anropandeVardpersonal.personHsaId","","","",1,1,"","","","string {[]} {[]}
","HSA-id för läsande person","Fältlängd 1..64.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.anropandeVardpersonal.personHsaId",1,1,"",""
"printlistofdispenseddrugs-request.anropandeVardpersonal.vardenhetHsaId","printlistofdispenseddrugs-request.anropandeVardpersonal.vardenhetHsaId","","","",1,1,"","","","string {[]} {[]}
","HSA-id för läsande vårdenhet","Används för spårbarhet. Fältlängd 1..64.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.anropandeVardpersonal.vardenhetHsaId",1,1,"",""
"printlistofdispenseddrugs-request.anropandeVardpersonal.vardgivareHsaId","printlistofdispenseddrugs-request.anropandeVardpersonal.vardgivareHsaId","","","",1,1,"","","","string {[]} {[]}
","HSA-id för läsande vårdgivare","Används för spårbarhet. Fältlängd 1..64.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.anropandeVardpersonal.vardgivareHsaId",1,1,"",""
"printlistofdispenseddrugs-request.forskrivarkod","printlistofdispenseddrugs-request.forskrivarkod","","","",0,1,"","","","string {[]} {[]}
","Förskrivarens individuella förskrivarkod","Gruppförskrivarkoder får ej användas. Valideras mot FORS. Fältlängd 7..7.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.forskrivarkod",0,1,"",""
"printlistofdispenseddrugs-request.identifieradArbetsplats","printlistofdispenseddrugs-request.identifieradArbetsplats","","","",1,1,"","","","BackboneElement {[]} {[]}
","Identifierad arbetsplats","XSD: ArbetsplatsIdentifikation (xs:choice). Exakt ett av arbetsplatskod och arbetsplats ska anges.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.identifieradArbetsplats",1,1,"","printlistofdispenseddrugs-request-arbetsplats-choice:Exakt ett av arbetsplatskod och arbetsplats ska anges (xs:choice i ArbetsplatsIdentifikation) {arbetsplatskod.exists() xor arbetsplats.exists()}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"printlistofdispenseddrugs-request.identifieradArbetsplats.id","printlistofdispenseddrugs-request.identifieradArbetsplats.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"printlistofdispenseddrugs-request.identifieradArbetsplats.extension","printlistofdispenseddrugs-request.identifieradArbetsplats.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"printlistofdispenseddrugs-request.identifieradArbetsplats.modifierExtension","printlistofdispenseddrugs-request.identifieradArbetsplats.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplatskod","printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","Förskrivarens arbetsplatskod","Del av val. Valideras. Obligatorisk om arbetsplats inte anges. Fältlängd 1..20.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplatskod",0,1,"",""
"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats","printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats","","","",0,1,"","","","BackboneElement {[]} {[]}
","Förskrivarens arbetsplats","Del av val. Obligatorisk om arbetsplatskod inte anges.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.id","printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.extension","printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.modifierExtension","printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.arbetsplatsnamn","printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.arbetsplatsnamn","","","",1,1,"","","","string {[]} {[]}
","Namnet på användarens arbetsplats","Fältlängd 1..64.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.arbetsplatsnamn",1,1,"",""
"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.arbetsplatsort","printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.arbetsplatsort","","","",1,1,"","","","string {[]} {[]}
","Orten för användarens arbetsplats","Fältlängd 1..28.","","","","","","","","","",,,,,"",,,,"printlistofdispenseddrugs-request.identifieradArbetsplats.arbetsplats.arbetsplatsort",1,1,"",""
