"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"hamtabarn-request","hamtabarn-request","hamtabarn-request","","","",0,*,"","","","null {[]} {[]}
","HamtaBarn — Request","Logisk modell för begäran i HamtaBarn
(urn:riv:se.apotekensservice:pris:HamtaBarnResponder:1, HamtaBarnRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.forskrivarkod","hamtahkdbtransaktioner-request.argosHeader.forskrivarkod","","","",0,1,"","","","string {[]} {[]}
","forskrivarkod","forskrivarkod","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.forskrivarkod",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.legitimationskod","hamtahkdbtransaktioner-request.argosHeader.legitimationskod","","","",0,1,"","","","string {[]} {[]}
","legitimationskod","legitimationskod","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.legitimationskod",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.fornamn","hamtahkdbtransaktioner-request.argosHeader.fornamn","","","",0,1,"","","","string {[]} {[]}
","fornamn","fornamn","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.fornamn",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.efternamn","hamtahkdbtransaktioner-request.argosHeader.efternamn","","","",0,1,"","","","string {[]} {[]}
","efternamn","efternamn","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.efternamn",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.yrkesgrupp","hamtahkdbtransaktioner-request.argosHeader.yrkesgrupp","","","",0,1,"","","","string {[]} {[]}
","yrkesgrupp","yrkesgrupp","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.yrkesgrupp",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.befattningskod","hamtahkdbtransaktioner-request.argosHeader.befattningskod","","","",0,1,"","","","string {[]} {[]}
","befattningskod","befattningskod","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.befattningskod",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.arbetsplatskod","hamtahkdbtransaktioner-request.argosHeader.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.arbetsplatskod",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.arbetsplatsnamn","hamtahkdbtransaktioner-request.argosHeader.arbetsplatsnamn","","","",0,1,"","","","string {[]} {[]}
","arbetsplatsnamn","arbetsplatsnamn","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.arbetsplatsnamn",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.postort","hamtahkdbtransaktioner-request.argosHeader.postort","","","",0,1,"","","","string {[]} {[]}
","postort","postort","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.postort",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.postadress","hamtahkdbtransaktioner-request.argosHeader.postadress","","","",0,1,"","","","string {[]} {[]}
","postadress","postadress","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.postadress",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.postnummer","hamtahkdbtransaktioner-request.argosHeader.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","postnummer","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.postnummer",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.telefonnummer","hamtahkdbtransaktioner-request.argosHeader.telefonnummer","","","",0,1,"","","","string {[]} {[]}
","telefonnummer","telefonnummer","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.telefonnummer",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.requestId","hamtahkdbtransaktioner-request.argosHeader.requestId","","","",0,1,"","","","string {[]} {[]}
","requestId","requestId","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.requestId",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.rollnamn","hamtahkdbtransaktioner-request.argosHeader.rollnamn","","","",0,1,"","","","string {[]} {[]}
","rollnamn","rollnamn","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.rollnamn",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.hsaID","hamtahkdbtransaktioner-request.argosHeader.hsaID","","","",0,1,"","","","string {[]} {[]}
","hsaID","hsaID","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.hsaID",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.katalog","hamtahkdbtransaktioner-request.argosHeader.katalog","","","",0,1,"","","","string {[]} {[]}
","katalog","katalog","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.katalog",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.organisationsnummer","hamtahkdbtransaktioner-request.argosHeader.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.organisationsnummer",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.systemnamn","hamtahkdbtransaktioner-request.argosHeader.systemnamn","","","",0,1,"","","","string {[]} {[]}
","systemnamn","systemnamn","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.systemnamn",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.systemversion","hamtahkdbtransaktioner-request.argosHeader.systemversion","","","",0,1,"","","","string {[]} {[]}
","systemversion","systemversion","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.systemversion",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.argosHeader.systemIp","hamtahkdbtransaktioner-request.argosHeader.systemIp","","","",0,1,"","","","string {[]} {[]}
","systemIp","systemIp","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.argosHeader.systemIp",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.klientinformation","hamtahkdbtransaktioner-request.klientinformation","","","",1,1,"","","","BackboneElement {[]} {[]}
","klientinformation","Objekt innehållande information om anropande klientsystem.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.klientinformation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.klientinformation.id","hamtahkdbtransaktioner-request.klientinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.klientinformation.extension","hamtahkdbtransaktioner-request.klientinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.klientinformation.modifierExtension","hamtahkdbtransaktioner-request.klientinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.klientinformation.anvandare","hamtahkdbtransaktioner-request.klientinformation.anvandare","","","",1,1,"","","","string {[]} {[]}
","anvandare","Unikt användarid i anropande system.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.klientinformation.anvandare",1,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.klientinformation.session","hamtahkdbtransaktioner-request.klientinformation.session","","","",1,1,"","","","string {[]} {[]}
","session","Sessionens id i anropande system.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.klientinformation.session",1,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.klientinformation.system","hamtahkdbtransaktioner-request.klientinformation.system","","","",1,1,"","","","string {[]} {[]}
","system","GLN-kod för anropande system.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.klientinformation.system",1,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.maxantal","hamtahkdbtransaktioner-request.maxantal","","","",0,1,"","","","integer {[]} {[]}
","maxantal","Ställer in begränsning av maximala mängden returnerade transaktioner. T.ex innebär maxantal = 5, att endast de fem senaste transaktionerna hämtas. Om maxantal inte anges så är defaultvärde fem. Om man vill ha alla transaktioner sätts maxantal till -1.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.maxantal",0,1,"",""
"hamtahkdbtransaktioner-request","hamtahkdbtransaktioner-request.persNr","hamtahkdbtransaktioner-request.persNr","","","",1,1,"","","","string {[]} {[]}
","persNr","Personnummer för den som sökningen gäller.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner-request.persNr",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner","hamtahkdbtransaktioner","","","",0,*,"","","","null {[]} {[]}
","HamtaHkdbTransaktioner — Response","Logisk modell för svaret i HamtaHkdbTransaktioner
(urn:riv:se.apotekensservice:pris:HamtaHkdbTransaktionerResponder:1, HamtaHkdbTransaktionerResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista","hamtahkdbtransaktioner.transaktionsLista","","","",0,*,"","","","BackboneElement {[]} {[]}
","transaktionsLista","Lista med de senaste transaktionerna för personens högkostnadskonto. Antalet som returneras kan ställas in med maxantal, men default är fem. Listan är tom om inga transaktioner existerar eller om personen inte är registrerad i högkostnadstrappan.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.id","hamtahkdbtransaktioner.transaktionsLista.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.extension","hamtahkdbtransaktioner.transaktionsLista.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.modifierExtension","hamtahkdbtransaktioner.transaktionsLista.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.anvandare","hamtahkdbtransaktioner.transaktionsLista.anvandare","","","",1,1,"","","","string {[]} {[]}
","anvandare","Användare som registrerat transaktionen.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.anvandare",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.apoteksNamn","hamtahkdbtransaktioner.transaktionsLista.apoteksNamn","","","",0,1,"","","","string {[]} {[]}
","apoteksNamn","Apotek som registrerat transaktionen. Visas ej vid sekretesskydd.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.apoteksNamn",0,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.apoteksOrt","hamtahkdbtransaktioner.transaktionsLista.apoteksOrt","","","",0,1,"","","","string {[]} {[]}
","apoteksOrt","Ort för apotek som registrerat transaktionen. Visas ej vid sekretesskydd.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.apoteksOrt",0,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.expeditionsId","hamtahkdbtransaktioner.transaktionsLista.expeditionsId","","","",1,1,"","","","string {[]} {[]}
","expeditionsId","Unikt expeditionsID.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.expeditionsId",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.flags","hamtahkdbtransaktioner.transaktionsLista.flags","","","",1,1,"","","","string {[]} {[]}
","flags","Ett flaggfält som anger vilken information som uppdaterats i transaktionen. Detta fält används enbart internt.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.flags",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.inBrutto","hamtahkdbtransaktioner.transaktionsLista.inBrutto","","","",1,1,"","","","string {[]} {[]}
","inBrutto","Ingående brutto före transaktionen (xs:long i schemat.)","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.inBrutto",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.inEgenavgift","hamtahkdbtransaktioner.transaktionsLista.inEgenavgift","","","",1,1,"","","","string {[]} {[]}
","inEgenavgift","Ingående högkostnadssaldo vid transaktionen (xs:long i schemat.)","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.inEgenavgift",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.kommentar","hamtahkdbtransaktioner.transaktionsLista.kommentar","","","",0,1,"","","","string {[]} {[]}
","kommentar","Eventuell kommentar från korrigeringstransaktion","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.kommentar",0,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.orgAktorId","hamtahkdbtransaktioner.transaktionsLista.orgAktorId","","","",0,1,"","","","string {[]} {[]}
","orgAktorId","GLN-kod för apotek som registrerat transaktionen. Visas ej vid sekretesskydd.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.orgAktorId",0,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.persNr","hamtahkdbtransaktioner.transaktionsLista.persNr","","","",1,1,"","","","string {[]} {[]}
","persNr","Personnummer för den som transaktionen gäller.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.persNr",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.sign","hamtahkdbtransaktioner.transaktionsLista.sign","","","",1,1,"","","","string {[]} {[]}
","sign","Typ av trans: +,-,ABC, ... Detta fält används enbart internt.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.sign",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transId","hamtahkdbtransaktioner.transaktionsLista.transId","","","",1,1,"","","","string {[]} {[]}
","transId","Aktörens expeditions-ID / verifikationsnr.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.transId",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod","hamtahkdbtransaktioner.transaktionsLista.transPeriod","","","",1,1,"","","","BackboneElement {[]} {[]}
","transPeriod","Transaktionens högkostnadsuppgifter.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.transPeriod",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod.id","hamtahkdbtransaktioner.transaktionsLista.transPeriod.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod.extension","hamtahkdbtransaktioner.transaktionsLista.transPeriod.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod.modifierExtension","hamtahkdbtransaktioner.transaktionsLista.transPeriod.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans","","","",1,1,"","","","BackboneElement {[]} {[]}
","balans","Ackumulerad balans","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.id","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.extension","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.modifierExtension","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.brutto","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.brutto","","","",1,1,"","","","decimal {[]} {[]}
","brutto","Bruttobelopp i kronor och ören","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.brutto",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.netto","hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.netto","","","",1,1,"","","","decimal {[]} {[]}
","netto","Nettobelopp i kronor och ören","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.transPeriod.balans.netto",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transPeriod.start","hamtahkdbtransaktioner.transaktionsLista.transPeriod.start","","","",0,1,"","","","dateTime {[]} {[]}
","start","Periodens startdatum.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.transPeriod.start",0,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transTid","hamtahkdbtransaktioner.transaktionsLista.transTid","","","",1,1,"","","","dateTime {[]} {[]}
","transTid","Transaktionstidpunkt.","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.transTid",1,1,"",""
"hamtahkdbtransaktioner","hamtahkdbtransaktioner.transaktionsLista.transaktionBehandlades","hamtahkdbtransaktioner.transaktionsLista.transaktionBehandlades","","","",1,1,"","","","dateTime {[]} {[]}
","transaktionBehandlades","Tidpunkt då transaktionen behandlades av HKDB","","","","","","","","","",,,,,"",,,,"hamtahkdbtransaktioner.transaktionsLista.transaktionBehandlades",1,1,"",""
