"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"avbestallorginalforpackning.Bestallningsrader.Patientinformation.modifierExtension","avbestallorginalforpackning.Bestallningsrader.Patientinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"avbestallorginalforpackning.Bestallningsrader.Patientinformation.fornamn","avbestallorginalforpackning.Bestallningsrader.Patientinformation.fornamn","","","",1,1,"","","","string {[]} {[]}
","fornamn","Anvandarens fornamn.","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.Patientinformation.fornamn",1,1,"",""
"avbestallorginalforpackning.Bestallningsrader.Patientinformation.mellannamn","avbestallorginalforpackning.Bestallningsrader.Patientinformation.mellannamn","","","",0,1,"","","","string {[]} {[]}
","mellannamn","Anvandarens mellanamn.","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.Patientinformation.mellannamn",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.Patientinformation.efternamn","avbestallorginalforpackning.Bestallningsrader.Patientinformation.efternamn","","","",1,1,"","","","string {[]} {[]}
","efternamn","Anvandarens efternamn.","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.Patientinformation.efternamn",1,1,"",""
"avbestallorginalforpackning.Bestallningsrader.Patientinformation.identitetstyp","avbestallorginalforpackning.Bestallningsrader.Patientinformation.identitetstyp","","","",1,1,"","","","code {[]} {[]}
","identitetstyp","identitetstyp","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-identitetstyp-vs","",,,,"avbestallorginalforpackning.Bestallningsrader.Patientinformation.identitetstyp",1,1,"",""
"avbestallorginalforpackning.Bestallningsrader.Patientinformation.personid","avbestallorginalforpackning.Bestallningsrader.Patientinformation.personid","","","",1,1,"","","","string {[]} {[]}
","personid","Anvandarens personid","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.Patientinformation.personid",1,1,"",""
"avbestallorginalforpackning.Bestallningsrader.Patientinformation.lanskod","avbestallorginalforpackning.Bestallningsrader.Patientinformation.lanskod","","","",0,1,"","","","string {[]} {[]}
","lanskod","Anvandarens folkbokforda lanskod","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.Patientinformation.lanskod",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.Patientinformation.kommunkod","avbestallorginalforpackning.Bestallningsrader.Patientinformation.kommunkod","","","",0,1,"","","","string {[]} {[]}
","kommunkod","Anvandarens folkbokforda kommunkod","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.Patientinformation.kommunkod",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.NPLpackid","avbestallorginalforpackning.Bestallningsrader.NPLpackid","","","",0,1,"","","","string {[]} {[]}
","NPLpackid","NPLpackid","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.NPLpackid",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.varunummer","avbestallorginalforpackning.Bestallningsrader.varunummer","","","",0,1,"","","","string {[]} {[]}
","varunummer","varunummer","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.varunummer",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.receptid","avbestallorginalforpackning.Bestallningsrader.receptid","","","",0,1,"","","","string {[]} {[]}
","receptid","receptid","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.receptid",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.ordinationsid","avbestallorginalforpackning.Bestallningsrader.ordinationsid","","","",1,1,"","","","string {[]} {[]}
","ordinationsid","ordinationsid","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.ordinationsid",1,1,"",""
"avbestallorginalforpackning.Bestallningsrader.dosunderlagsversion","avbestallorginalforpackning.Bestallningsrader.dosunderlagsversion","","","",0,1,"","","","string {[]} {[]}
","dosunderlagsversion","dosunderlagsversion","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.dosunderlagsversion",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.bestallningsresultat","avbestallorginalforpackning.Bestallningsrader.bestallningsresultat","","","",0,1,"","","","integer {[]} {[]}
","bestallningsresultat","bestallningsresultat","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.bestallningsresultat",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.bestallningsresultattext","avbestallorginalforpackning.Bestallningsrader.bestallningsresultattext","","","",0,1,"","","","string {[]} {[]}
","bestallningsresultattext","bestallningsresultattext","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.bestallningsresultattext",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.bestallningsstatus","avbestallorginalforpackning.Bestallningsrader.bestallningsstatus","","","",1,1,"","","","code {[]} {[]}
","bestallningsstatus","bestallningsstatus","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-bestallningsstatus-vs","",,,,"avbestallorginalforpackning.Bestallningsrader.bestallningsstatus",1,1,"",""
"avbestallorginalforpackning.Bestallningsrader.statustidpunkt","avbestallorginalforpackning.Bestallningsrader.statustidpunkt","","","",1,1,"","","","dateTime {[]} {[]}
","statustidpunkt","statustidpunkt","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.statustidpunkt",1,1,"",""
"avbestallorginalforpackning.Bestallningsrader.bestallningstatustext","avbestallorginalforpackning.Bestallningsrader.bestallningstatustext","","","",0,1,"","","","string {[]} {[]}
","bestallningstatustext","bestallningstatustext","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.bestallningstatustext",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.meddelandefranapotek","avbestallorginalforpackning.Bestallningsrader.meddelandefranapotek","","","",0,1,"","","","string {[]} {[]}
","meddelandefranapotek","meddelandefranapotek","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.meddelandefranapotek",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.onskadleveranstid","avbestallorginalforpackning.Bestallningsrader.onskadleveranstid","","","",0,1,"","","","dateTime {[]} {[]}
","onskadleveranstid","onskadleveranstid","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.onskadleveranstid",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.planeradleveranstid","avbestallorginalforpackning.Bestallningsrader.planeradleveranstid","","","",0,1,"","","","dateTime {[]} {[]}
","planeradleveranstid","planeradleveranstid","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.planeradleveranstid",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.dosmottagareid","avbestallorginalforpackning.Bestallningsrader.dosmottagareid","","","",0,1,"","","","string {[]} {[]}
","dosmottagareid","dosmottagareid","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.dosmottagareid",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.dosmottagarenamn","avbestallorginalforpackning.Bestallningsrader.dosmottagarenamn","","","",0,1,"","","","string {[]} {[]}
","dosmottagarenamn","dosmottagarenamn","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.dosmottagarenamn",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.bestallningstid","avbestallorginalforpackning.Bestallningsrader.bestallningstid","","","",0,1,"","","","dateTime {[]} {[]}
","bestallningstid","bestallningstid","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.bestallningstid",0,1,"",""
"avbestallorginalforpackning.Bestallningsrader.bestallarefornamn","avbestallorginalforpackning.Bestallningsrader.bestallarefornamn","","","",1,1,"","","","string {[]} {[]}
","bestallarefornamn","bestallarefornamn","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.bestallarefornamn",1,1,"",""
"avbestallorginalforpackning.Bestallningsrader.bestallareefternamn","avbestallorginalforpackning.Bestallningsrader.bestallareefternamn","","","",1,1,"","","","string {[]} {[]}
","bestallareefternamn","bestallareefternamn","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.bestallareefternamn",1,1,"",""
"avbestallorginalforpackning.Bestallningsrader.bestallarearbetsplats","avbestallorginalforpackning.Bestallningsrader.bestallarearbetsplats","","","",1,1,"","","","string {[]} {[]}
","bestallarearbetsplats","bestallarearbetsplats","","","","","","","","","",,,,,"",,,,"avbestallorginalforpackning.Bestallningsrader.bestallarearbetsplats",1,1,"",""
