"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"uppdateravardtagareinformation-request.Behorighetsinformation.yrkeskod","uppdateravardtagareinformation-request.Behorighetsinformation.yrkeskod","","","",0,1,"","","","code {[]} {[]}
","yrkeskod","yrkeskod","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-yrkeskod-vs","",,,,"uppdateravardtagareinformation-request.Behorighetsinformation.yrkeskod",0,1,"",""
"uppdateravardtagareinformation-request.Behorighetsinformation.arbetsplatskod","uppdateravardtagareinformation-request.Behorighetsinformation.arbetsplatskod","","","",1,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Behorighetsinformation.arbetsplatskod",1,1,"",""
"uppdateravardtagareinformation-request.Behorighetsinformation.hsaid","uppdateravardtagareinformation-request.Behorighetsinformation.hsaid","","","",0,1,"","","","string {[]} {[]}
","hsaid","hsaid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Behorighetsinformation.hsaid",0,1,"",""
"uppdateravardtagareinformation-request.Behorighetsinformation.personnummer","uppdateravardtagareinformation-request.Behorighetsinformation.personnummer","","","",0,1,"","","","string {[]} {[]}
","personnummer","personnummer","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Behorighetsinformation.personnummer",0,1,"",""
"uppdateravardtagareinformation-request.Behorighetsinformation.organisationsnummer","uppdateravardtagareinformation-request.Behorighetsinformation.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Behorighetsinformation.organisationsnummer",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare","uppdateravardtagareinformation-request.Vardtagare","","","",1,1,"","","","BackboneElement {[]} {[]}
","Vardtagare","Vardtagare","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateravardtagareinformation-request.Vardtagare.id","uppdateravardtagareinformation-request.Vardtagare.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.extension","uppdateravardtagareinformation-request.Vardtagare.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.modifierExtension","uppdateravardtagareinformation-request.Vardtagare.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.hemmaboende","uppdateravardtagareinformation-request.Vardtagare.hemmaboende","","","",1,1,"","","","boolean {[]} {[]}
","hemmaboende","hemmaboende","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.hemmaboende",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.dosapoteksid","uppdateravardtagareinformation-request.Vardtagare.dosapoteksid","","","",1,1,"","","","string {[]} {[]}
","dosapoteksid","dosapoteksid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.dosapoteksid",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.dosapoteknamn","uppdateravardtagareinformation-request.Vardtagare.dosapoteknamn","","","",1,1,"","","","string {[]} {[]}
","dosapoteknamn","dosapoteknamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.dosapoteknamn",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.forstadosdag","uppdateravardtagareinformation-request.Vardtagare.forstadosdag","","","",1,1,"","","","dateTime {[]} {[]}
","forstadosdag","forstadosdag","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.forstadosdag",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.avvikandedosschema","uppdateravardtagareinformation-request.Vardtagare.avvikandedosschema","","","",1,1,"","","","boolean {[]} {[]}
","avvikandedosschema","avvikandedosschema","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.avvikandedosschema",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation","uppdateravardtagareinformation-request.Vardtagare.Patientinformation","","","",1,1,"","","","BackboneElement {[]} {[]}
","Patientinformation","Patientinformation","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Patientinformation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.id","uppdateravardtagareinformation-request.Vardtagare.Patientinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.extension","uppdateravardtagareinformation-request.Vardtagare.Patientinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.modifierExtension","uppdateravardtagareinformation-request.Vardtagare.Patientinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.fornamn","uppdateravardtagareinformation-request.Vardtagare.Patientinformation.fornamn","","","",1,1,"","","","string {[]} {[]}
","fornamn","Anvandarens fornamn.","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.fornamn",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.mellannamn","uppdateravardtagareinformation-request.Vardtagare.Patientinformation.mellannamn","","","",0,1,"","","","string {[]} {[]}
","mellannamn","Anvandarens mellanamn.","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.mellannamn",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.efternamn","uppdateravardtagareinformation-request.Vardtagare.Patientinformation.efternamn","","","",1,1,"","","","string {[]} {[]}
","efternamn","Anvandarens efternamn.","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.efternamn",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.identitetstyp","uppdateravardtagareinformation-request.Vardtagare.Patientinformation.identitetstyp","","","",1,1,"","","","code {[]} {[]}
","identitetstyp","identitetstyp","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-identitetstyp-vs","",,,,"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.identitetstyp",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.personid","uppdateravardtagareinformation-request.Vardtagare.Patientinformation.personid","","","",1,1,"","","","string {[]} {[]}
","personid","Anvandarens personid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.personid",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.lanskod","uppdateravardtagareinformation-request.Vardtagare.Patientinformation.lanskod","","","",0,1,"","","","string {[]} {[]}
","lanskod","Anvandarens folkbokforda lanskod","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.lanskod",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.kommunkod","uppdateravardtagareinformation-request.Vardtagare.Patientinformation.kommunkod","","","",0,1,"","","","string {[]} {[]}
","kommunkod","Anvandarens folkbokforda kommunkod","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Patientinformation.kommunkod",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation","uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation","","","",0,1,"","","","BackboneElement {[]} {[]}
","Hemmaboendeinformation","Hemmaboendeinformation","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.id","uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.extension","uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.modifierExtension","uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.adress","uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.adress","","","",0,1,"","","","string {[]} {[]}
","adress","adress","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.adress",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.postnummer","uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","postnummer","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.postnummer",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.ort","uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.ort","","","",0,1,"","","","string {[]} {[]}
","ort","ort","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.ort",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.telefon","uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.telefon","","","",0,1,"","","","string {[]} {[]}
","telefon","telefon","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.telefon",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.dosmottagareid","uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.dosmottagareid","","","",0,1,"","","","string {[]} {[]}
","dosmottagareid","dosmottagareid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.dosmottagareid",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.dosmottagarenamn","uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.dosmottagarenamn","","","",0,1,"","","","string {[]} {[]}
","dosmottagarenamn","dosmottagarenamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Hemmaboendeinformation.dosmottagarenamn",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress","uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress","","","",0,1,"","","","BackboneElement {[]} {[]}
","Tillfalligadress","Tillfalligadress","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.id","uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.extension","uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.modifierExtension","uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.adress","uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.adress","","","",0,1,"","","","string {[]} {[]}
","adress","adress","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.adress",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.postnummer","uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","postnummer","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.postnummer",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.ort","uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.ort","","","",0,1,"","","","string {[]} {[]}
","ort","ort","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.ort",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.telefon","uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.telefon","","","",0,1,"","","","string {[]} {[]}
","telefon","telefon","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.telefon",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.dosmottagareid","uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.dosmottagareid","","","",0,1,"","","","string {[]} {[]}
","dosmottagareid","dosmottagareid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.dosmottagareid",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.dosmottagarenamn","uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.dosmottagarenamn","","","",0,1,"","","","string {[]} {[]}
","dosmottagarenamn","dosmottagarenamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Tillfalligadress.dosmottagarenamn",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation","uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation","","","",0,1,"","","","BackboneElement {[]} {[]}
","Leveransadressinformation","Leveransadressinformation","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Leveransadressinformation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
