"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"bestallorginalforpackning-request.Behorighetsinformation.yrkeskod","bestallorginalforpackning-request.Behorighetsinformation.yrkeskod","","","",0,1,"","","","code {[]} {[]}
","yrkeskod","yrkeskod","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-yrkeskod-vs","",,,,"bestallorginalforpackning-request.Behorighetsinformation.yrkeskod",0,1,"",""
"bestallorginalforpackning-request.Behorighetsinformation.arbetsplatskod","bestallorginalforpackning-request.Behorighetsinformation.arbetsplatskod","","","",1,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Behorighetsinformation.arbetsplatskod",1,1,"",""
"bestallorginalforpackning-request.Behorighetsinformation.hsaid","bestallorginalforpackning-request.Behorighetsinformation.hsaid","","","",0,1,"","","","string {[]} {[]}
","hsaid","hsaid","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Behorighetsinformation.hsaid",0,1,"",""
"bestallorginalforpackning-request.Behorighetsinformation.personnummer","bestallorginalforpackning-request.Behorighetsinformation.personnummer","","","",0,1,"","","","string {[]} {[]}
","personnummer","personnummer","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Behorighetsinformation.personnummer",0,1,"",""
"bestallorginalforpackning-request.Behorighetsinformation.organisationsnummer","bestallorginalforpackning-request.Behorighetsinformation.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Behorighetsinformation.organisationsnummer",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo","bestallorginalforpackning-request.Bestallningsinfo","","","",1,*,"","","","BackboneElement {[]} {[]}
","Bestallningsinfo","Bestallningsinfo","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"bestallorginalforpackning-request.Bestallningsinfo.id","bestallorginalforpackning-request.Bestallningsinfo.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.extension","bestallorginalforpackning-request.Bestallningsinfo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"bestallorginalforpackning-request.Bestallningsinfo.modifierExtension","bestallorginalforpackning-request.Bestallningsinfo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation","","","",1,1,"","","","BackboneElement {[]} {[]}
","Patientinformation","Patientinformation","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.id","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.extension","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.modifierExtension","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.fornamn","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.fornamn","","","",1,1,"","","","string {[]} {[]}
","fornamn","Anvandarens fornamn.","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.fornamn",1,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.mellannamn","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.mellannamn","","","",0,1,"","","","string {[]} {[]}
","mellannamn","Anvandarens mellanamn.","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.mellannamn",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.efternamn","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.efternamn","","","",1,1,"","","","string {[]} {[]}
","efternamn","Anvandarens efternamn.","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.efternamn",1,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.identitetstyp","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.identitetstyp","","","",1,1,"","","","code {[]} {[]}
","identitetstyp","identitetstyp","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-identitetstyp-vs","",,,,"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.identitetstyp",1,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.personid","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.personid","","","",1,1,"","","","string {[]} {[]}
","personid","Anvandarens personid","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.personid",1,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.lanskod","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.lanskod","","","",0,1,"","","","string {[]} {[]}
","lanskod","Anvandarens folkbokforda lanskod","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.lanskod",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.kommunkod","bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.kommunkod","","","",0,1,"","","","string {[]} {[]}
","kommunkod","Anvandarens folkbokforda kommunkod","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.Patientinformation.kommunkod",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.bestallningsid","bestallorginalforpackning-request.Bestallningsinfo.bestallningsid","","","",1,1,"","","","string {[]} {[]}
","bestallningsid","bestallningsid","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.bestallningsid",1,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.radid","bestallorginalforpackning-request.Bestallningsinfo.radid","","","",0,1,"","","","string {[]} {[]}
","radid","radid","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.radid",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.NPLpackid","bestallorginalforpackning-request.Bestallningsinfo.NPLpackid","","","",0,1,"","","","string {[]} {[]}
","NPLpackid","NPLpackid","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.NPLpackid",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.varunummer","bestallorginalforpackning-request.Bestallningsinfo.varunummer","","","",0,1,"","","","string {[]} {[]}
","varunummer","varunummer","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.varunummer",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.receptid","bestallorginalforpackning-request.Bestallningsinfo.receptid","","","",0,1,"","","","string {[]} {[]}
","receptid","receptid","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.receptid",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.ordinationsid","bestallorginalforpackning-request.Bestallningsinfo.ordinationsid","","","",1,1,"","","","string {[]} {[]}
","ordinationsid","ordinationsid","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.ordinationsid",1,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.dosunderlagsversion","bestallorginalforpackning-request.Bestallningsinfo.dosunderlagsversion","","","",0,1,"","","","string {[]} {[]}
","dosunderlagsversion","dosunderlagsversion","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.dosunderlagsversion",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.antalforpackningar","bestallorginalforpackning-request.Bestallningsinfo.antalforpackningar","","","",0,1,"","","","string {[]} {[]}
","antalforpackningar","antalforpackningar","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.antalforpackningar",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.akutbestallning","bestallorginalforpackning-request.Bestallningsinfo.akutbestallning","","","",0,1,"","","","boolean {[]} {[]}
","akutbestallning","akutbestallning","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.akutbestallning",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.maxveckodos","bestallorginalforpackning-request.Bestallningsinfo.maxveckodos","","","",0,1,"","","","string {[]} {[]}
","maxveckodos","maxveckodos","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.maxveckodos",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.maxdygnsdos","bestallorginalforpackning-request.Bestallningsinfo.maxdygnsdos","","","",0,1,"","","","string {[]} {[]}
","maxdygnsdos","maxdygnsdos","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.maxdygnsdos",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.dosmottagareid","bestallorginalforpackning-request.Bestallningsinfo.dosmottagareid","","","",0,1,"","","","string {[]} {[]}
","dosmottagareid","dosmottagareid","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.dosmottagareid",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.dosmottagarenamn","bestallorginalforpackning-request.Bestallningsinfo.dosmottagarenamn","","","",0,1,"","","","string {[]} {[]}
","dosmottagarenamn","dosmottagarenamn","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.dosmottagarenamn",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.meddelandetillapotek","bestallorginalforpackning-request.Bestallningsinfo.meddelandetillapotek","","","",0,1,"","","","string {[]} {[]}
","meddelandetillapotek","meddelandetillapotek","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.meddelandetillapotek",0,1,"",""
"bestallorginalforpackning-request.Bestallningsinfo.onskadleveransdatum","bestallorginalforpackning-request.Bestallningsinfo.onskadleveransdatum","","","",1,1,"","","","dateTime {[]} {[]}
","onskadleveransdatum","onskadleveransdatum","","","","","","","","","",,,,,"",,,,"bestallorginalforpackning-request.Bestallningsinfo.onskadleveransdatum",1,1,"",""
