"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"skickameddelanden-request.Behorighetsinformation.yrkeskod","skickameddelanden-request.Behorighetsinformation.yrkeskod","","","",0,1,"","","","code {[]} {[]}
","yrkeskod","yrkeskod","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-yrkeskod-vs","",,,,"skickameddelanden-request.Behorighetsinformation.yrkeskod",0,1,"",""
"skickameddelanden-request.Behorighetsinformation.arbetsplatskod","skickameddelanden-request.Behorighetsinformation.arbetsplatskod","","","",1,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Behorighetsinformation.arbetsplatskod",1,1,"",""
"skickameddelanden-request.Behorighetsinformation.hsaid","skickameddelanden-request.Behorighetsinformation.hsaid","","","",0,1,"","","","string {[]} {[]}
","hsaid","hsaid","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Behorighetsinformation.hsaid",0,1,"",""
"skickameddelanden-request.Behorighetsinformation.personnummer","skickameddelanden-request.Behorighetsinformation.personnummer","","","",0,1,"","","","string {[]} {[]}
","personnummer","personnummer","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Behorighetsinformation.personnummer",0,1,"",""
"skickameddelanden-request.Behorighetsinformation.organisationsnummer","skickameddelanden-request.Behorighetsinformation.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Behorighetsinformation.organisationsnummer",0,1,"",""
"skickameddelanden-request.Meddelandeninfo","skickameddelanden-request.Meddelandeninfo","","","",1,1,"","","","BackboneElement {[]} {[]}
","Meddelandeninfo","Meddelandeninfo","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skickameddelanden-request.Meddelandeninfo.id","skickameddelanden-request.Meddelandeninfo.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.extension","skickameddelanden-request.Meddelandeninfo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skickameddelanden-request.Meddelandeninfo.modifierExtension","skickameddelanden-request.Meddelandeninfo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skickameddelanden-request.Meddelandeninfo.Meddelandetyp","skickameddelanden-request.Meddelandeninfo.Meddelandetyp","","","",1,1,"","","","code {[]} {[]}
","Meddelandetyp","Meddelandetyp","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-meddelandetyp-vs","",,,,"skickameddelanden-request.Meddelandeninfo.Meddelandetyp",1,1,"",""
"skickameddelanden-request.Meddelandeninfo.Patientinformation","skickameddelanden-request.Meddelandeninfo.Patientinformation","","","",0,1,"","","","BackboneElement {[]} {[]}
","Patientinformation","Patientinformation","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.Patientinformation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skickameddelanden-request.Meddelandeninfo.Patientinformation.id","skickameddelanden-request.Meddelandeninfo.Patientinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.Patientinformation.extension","skickameddelanden-request.Meddelandeninfo.Patientinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skickameddelanden-request.Meddelandeninfo.Patientinformation.modifierExtension","skickameddelanden-request.Meddelandeninfo.Patientinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skickameddelanden-request.Meddelandeninfo.Patientinformation.fornamn","skickameddelanden-request.Meddelandeninfo.Patientinformation.fornamn","","","",1,1,"","","","string {[]} {[]}
","fornamn","Anvandarens fornamn.","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.Patientinformation.fornamn",1,1,"",""
"skickameddelanden-request.Meddelandeninfo.Patientinformation.mellannamn","skickameddelanden-request.Meddelandeninfo.Patientinformation.mellannamn","","","",0,1,"","","","string {[]} {[]}
","mellannamn","Anvandarens mellanamn.","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.Patientinformation.mellannamn",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.Patientinformation.efternamn","skickameddelanden-request.Meddelandeninfo.Patientinformation.efternamn","","","",1,1,"","","","string {[]} {[]}
","efternamn","Anvandarens efternamn.","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.Patientinformation.efternamn",1,1,"",""
"skickameddelanden-request.Meddelandeninfo.Patientinformation.identitetstyp","skickameddelanden-request.Meddelandeninfo.Patientinformation.identitetstyp","","","",1,1,"","","","code {[]} {[]}
","identitetstyp","identitetstyp","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-identitetstyp-vs","",,,,"skickameddelanden-request.Meddelandeninfo.Patientinformation.identitetstyp",1,1,"",""
"skickameddelanden-request.Meddelandeninfo.Patientinformation.personid","skickameddelanden-request.Meddelandeninfo.Patientinformation.personid","","","",1,1,"","","","string {[]} {[]}
","personid","Anvandarens personid","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.Patientinformation.personid",1,1,"",""
"skickameddelanden-request.Meddelandeninfo.Patientinformation.lanskod","skickameddelanden-request.Meddelandeninfo.Patientinformation.lanskod","","","",0,1,"","","","string {[]} {[]}
","lanskod","Anvandarens folkbokforda lanskod","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.Patientinformation.lanskod",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.Patientinformation.kommunkod","skickameddelanden-request.Meddelandeninfo.Patientinformation.kommunkod","","","",0,1,"","","","string {[]} {[]}
","kommunkod","Anvandarens folkbokforda kommunkod","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.Patientinformation.kommunkod",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.kommunikationsriktning","skickameddelanden-request.Meddelandeninfo.kommunikationsriktning","","","",0,1,"","","","code {[]} {[]}
","kommunikationsriktning","kommunikationsriktning","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-kommunikationsriktning-vs","",,,,"skickameddelanden-request.Meddelandeninfo.kommunikationsriktning",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.tidigaremeddelandeid","skickameddelanden-request.Meddelandeninfo.tidigaremeddelandeid","","","",0,1,"","","","string {[]} {[]}
","tidigaremeddelandeid","tidigaremeddelandeid","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.tidigaremeddelandeid",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.ordinationsid","skickameddelanden-request.Meddelandeninfo.ordinationsid","","","",0,1,"","","","string {[]} {[]}
","ordinationsid","ordinationsid","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.ordinationsid",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.glnkod","skickameddelanden-request.Meddelandeninfo.glnkod","","","",0,1,"","","","string {[]} {[]}
","glnkod","glnkod","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.glnkod",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.sandningstidpunkt","skickameddelanden-request.Meddelandeninfo.sandningstidpunkt","","","",1,1,"","","","dateTime {[]} {[]}
","sandningstidpunkt","sandningstidpunkt","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.sandningstidpunkt",1,1,"",""
"skickameddelanden-request.Meddelandeninfo.rubrik","skickameddelanden-request.Meddelandeninfo.rubrik","","","",0,1,"","","","string {[]} {[]}
","rubrik","rubrik","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.rubrik",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.prioritet","skickameddelanden-request.Meddelandeninfo.prioritet","","","",0,1,"","","","code {[]} {[]}
","prioritet","prioritet","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-meddelandeprioritet-vs","",,,,"skickameddelanden-request.Meddelandeninfo.prioritet",0,1,"",""
"skickameddelanden-request.Meddelandeninfo.meddelande","skickameddelanden-request.Meddelandeninfo.meddelande","","","",1,1,"","","","string {[]} {[]}
","meddelande","meddelande","","","","","","","","","",,,,,"",,,,"skickameddelanden-request.Meddelandeninfo.meddelande",1,1,"",""
