"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getactivities-request","getactivities-request","getactivities-request","","","",0,*,"","","","null {[]} {[]}
","GetActivities — Request","Logisk modell för requestparametrar i tjänstekontraktet GetActivities
(RIV-TA urn:riv:clinicalprocess:activity:actions:GetActivities:1).
Den enda obligatoriska sökparametern är patientId.
Övriga parametrar är valfria filter (se Regel 1.1).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getactivities-request","getactivities-request.patientId","getactivities-request.patientId","","","",1,1,"","","","Identifier {[]} {[]}
","Personidentifierare för patient","Begränsar sökningen till angiven personidentifierare för en patient (IIType).
Tjänsteproducenten ska i svaret leverera alla uppgifter kopplad till patienten.
root = OID för typ (personnummer: 1.2.752.129.2.1.3.1,
samordningsnummer: 1.2.752.129.2.1.3.3). Se Regel 1.1.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getactivities-request.patientId",1,1,"",""
"getactivities-request","getactivities-request.time","getactivities-request.time","","","",0,1,"","","","Period {[]} {[]}
","Sökintervall (tidsperiod)","Begränsar sökningen till det angivna tidsintervallet (TimePeriodType).
Om sökningen begränsas med detta attribut ska poster som saknar Activity.Time inte returneras.
start och end är båda valfria (0..1 vardera) — format ÅÅÅÅMMDDttmmss.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getactivities-request.time",0,1,"",""
"getactivities-request","getactivities-request.activityCode","getactivities-request.activityCode","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Filter på typ av aktivitet","Begränsar sökningen till en viss typ av aktivitet (CVType).
Motsvarar activity.code i svaret.
code och codeSystem är obligatoriska; displayName, codeSystemName, codeSystemVersion ska ignoreras.
Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getactivities-request.activityCode",0,*,"",""
"getactivities-request","getactivities-request.activityId","getactivities-request.activityId","","","",0,*,"","","","Identifier {[]} {[]}
","Filter på aktivitetsidentifierare","Unikt värde för aktiviteten som också refererar till vilket källsystem informationen kommer ifrån.
Motsvarar activity/id i svaret (IIType).
root = källsystemets HSA-id, extension = unikt id i källsystemet.
Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getactivities-request.activityId",0,*,"",""
"getactivities-request","getactivities-request.sourceSystemId","getactivities-request.sourceSystemId","","","",0,1,"","","","Identifier {[]} {[]}
","Filter på källsystem","Begränsar sökningen till aktivitet som är skapad i det angivna källsystemet (IIType).
root = OID för HSA-id: 1.2.752.129.2.1.4.1. extension = HSA-id för källsystemet.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getactivities-request.sourceSystemId",0,1,"",""
"getactivities-request","getactivities-request.careGiverId","getactivities-request.careGiverId","","","",0,1,"","","","Identifier {[]} {[]}
","Filter på vårdgivare","Begränsar sökningen till aktivitet från en specifik vårdgivare (IIType).
root = OID för HSA-id: 1.2.752.129.2.1.4.1. extension = HSA-id för vårdgivaren.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getactivities-request.careGiverId",0,1,"",""
"getactivities-request","getactivities-request.careUnitId","getactivities-request.careUnitId","","","",0,1,"","","","Identifier {[]} {[]}
","Filter på vårdenhet","Begränsar sökningen till en vårdenhet (IIType).
root = OID för HSA-id: 1.2.752.129.2.1.4.1. extension = HSA-id för PDL-vårdenheten.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getactivities-request.careUnitId",0,1,"",""
"getactivities-request","getactivities-request.interactionAgreementId","getactivities-request.interactionAgreementId","","","",1,1,"","","","string {[]} {[]}
","Interaktionsöverenskommelse-id","Används inte i denna version. Ange alltid UUID: 2866a7c4-9c60-433f-9035-a4d779ffe7a1.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getactivities-request.interactionAgreementId",1,1,"",""
"getactivities-request","getactivities-request.relation","getactivities-request.relation","","","",0,*,"","","","BackboneElement {[]} {[]}
","Filter på relationer","Begränsar sökningen till aktiviteter med avseende på hur de är relaterade till
andra uppgifter i journalsystem (RelationFilterType).
Minst en av relation.typeCode och relation.relationId ska vara angiven.
Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getactivities-request.relation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
