"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getcareaplans-request","getcareaplans-request","getcareaplans-request","","","",0,*,"","","","null {[]} {[]}
","GetCarePlans — Request","Logisk modell för requestparametrar i tjänstekontraktet GetCarePlans
(RIV-TA urn:riv:clinicalprocess:logistics:logistics:GetCarePlans:2).
Representerar GetCarePlansType i GetCarePlansResponder_2.0.xsd.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getcareaplans-request","getcareaplans-request.careUnitHSAId","getcareaplans-request.careUnitHSAId","","","",0,*,"","","","string {[]} {[]}
","Filtrering på PDL-enhet (vårdenhetens HSA-id)","Filtrering på PDL-enhet vilket motsvarar careUnitHSAId i healthcareProfessionalType.
Typ HSAIdType (string).
Kardinalitet: Valfri, lista (0..*).","","","","","","","","","",,,,,"",,,,"getcareaplans-request.careUnitHSAId",0,*,"",""
"getcareaplans-request","getcareaplans-request.patientId","getcareaplans-request.patientId","","","",1,1,"","","","Identifier {[]} {[]}
","Patientens identifierare","Id för patienten. Anges med 12 tecken utan avskiljare.
system = OID för typ av identifierare:
- Personnummer: 1.2.752.129.2.1.3.1
- Samordningsnummer: 1.2.752.129.2.1.3.3
- Reservnummer: lokalt definierade OID (t.ex. SLL: 1.2.752.97.3.1.3)
Typ PersonIdType. Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getcareaplans-request.patientId",1,1,"",""
"getcareaplans-request","getcareaplans-request.datePeriod","getcareaplans-request.datePeriod","","","",0,1,"","","","BackboneElement {[]} {[]}
","Datumintervall för sökning","Begränsar sökningen till det angivna datumintervallet. Returnerar poster där
documentTime ligger inom sökintervallets start- och slutdatum.
Typ DatePeriodType. Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getcareaplans-request.datePeriod",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getcareaplans-request","getcareaplans-request.datePeriod.id","getcareaplans-request.datePeriod.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getcareaplans-request","getcareaplans-request.datePeriod.extension","getcareaplans-request.datePeriod.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getcareaplans-request","getcareaplans-request.datePeriod.modifierExtension","getcareaplans-request.datePeriod.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getcareaplans-request","getcareaplans-request.datePeriod.start","getcareaplans-request.datePeriod.start","","","",1,1,"","","","date {[]} {[]}
","Startdatum (YYYYMMDD)","Startdatum för sökintervallet. Format ÅÅÅÅMMDD.
Kardinalitet: Obligatorisk om datePeriod anges.","","","","","","","","","",,,,,"",,,,"getcareaplans-request.datePeriod.start",1,1,"",""
"getcareaplans-request","getcareaplans-request.datePeriod.end","getcareaplans-request.datePeriod.end","","","",1,1,"","","","date {[]} {[]}
","Slutdatum (YYYYMMDD)","Slutdatum för sökintervallet. Format ÅÅÅÅMMDD.
Kardinalitet: Obligatorisk om datePeriod anges.","","","","","","","","","",,,,,"",,,,"getcareaplans-request.datePeriod.end",1,1,"",""
"getcareaplans-request","getcareaplans-request.sourceSystemHSAId","getcareaplans-request.sourceSystemHSAId","","","",0,1,"","","","string {[]} {[]}
","Källsystemets HSA-id","Begränsar sökningen till aktivitet som är skapad i det angivna källsystemet.
Värdet måste överensstämma med logicalAddress i anropets SOAP-header.
Fältet är tvingande om careContactId angivits eller vid begäran på reservnummer.
Typ HSAIdType (string). Kardinalitet: Valfri (villkorligt obligatorisk).","","","","","","","","","",,,,,"",,,,"getcareaplans-request.sourceSystemHSAId",0,1,"",""
"getcareaplans-request","getcareaplans-request.careContactId","getcareaplans-request.careContactId","","","",0,*,"","","","string {[]} {[]}
","Specifika vårdkontakt-id:n att filtrera på","Begränsar sökningen till vård- och omsorgsplaner kopplade till angivna vårdkontakter.
Matchar documentId i GetCareContacts-svaret.
Kardinalitet: Valfri, lista (0..*).","","","","","","","","","",,,,,"",,,,"getcareaplans-request.careContactId",0,*,"",""
