"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"listinquiries.inquiries.occasions.modifierExtension","listinquiries.inquiries.occasions.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listinquiries.inquiries.occasions.invoiceEventId","listinquiries.inquiries.occasions.invoiceEventId","","","",1,1,"","","","string {[]} {[]}
","Faktureringsnummer","Faktureringsnummer.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.occasions.invoiceEventId",1,1,"",""
"listinquiries.inquiries.occasions.bookingNumber","listinquiries.inquiries.occasions.bookingNumber","","","",1,1,"","","","integer {[]} {[]}
","Beställningsnummer","Tolkportalens beställningsnummer (≥ 0).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.occasions.bookingNumber",1,1,"",""
"listinquiries.inquiries.occasions.referenceNumber","listinquiries.inquiries.occasions.referenceNumber","","","",0,1,"","","","string {[]} {[]}
","Referensnummer","Tolkförmedlingens referensnummer.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.occasions.referenceNumber",0,1,"",""
"listinquiries.inquiries.occasions.state","listinquiries.inquiries.occasions.state","","","",1,1,"","","","code {[]} {[]}
","Status","Status för beställningen (BookingStateEnum).","","","","","","","","","",,"required","","https://fhir.inera.se/ig/supportprocess-personalresources-interpretation/ValueSet/bookingstate-vs","",,,,"listinquiries.inquiries.occasions.state",1,1,"",""
"listinquiries.inquiries.occasions.startTime","listinquiries.inquiries.occasions.startTime","","","",1,1,"","","","dateTime {[]} {[]}
","Starttid","Besökets starttid, se 5.2.1.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.occasions.startTime",1,1,"",""
"listinquiries.inquiries.occasions.endTime","listinquiries.inquiries.occasions.endTime","","","",1,1,"","","","dateTime {[]} {[]}
","Sluttid","Besökets sluttid, se 5.2.1.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.occasions.endTime",1,1,"",""
"listinquiries.inquiries.data","listinquiries.inquiries.data","","","",1,1,"","","","BackboneElement {[]} {[]}
","Beställningsinformation","Information om en beställning (BookingData).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listinquiries.inquiries.data.id","listinquiries.inquiries.data.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listinquiries.inquiries.data.extension","listinquiries.inquiries.data.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listinquiries.inquiries.data.modifierExtension","listinquiries.inquiries.data.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listinquiries.inquiries.data.interpretationLanguageId","listinquiries.inquiries.data.interpretationLanguageId","","","",1,1,"","","","string {[]} {[]}
","Språk","Språk som ska tolkas enligt Hälso- och sjukvårdsförvaltningens (HSF) språktabell. Arbete pågår med att harmonisera med ISO 639.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.interpretationLanguageId",1,1,"",""
"listinquiries.inquiries.data.patient","listinquiries.inquiries.data.patient","","","",0,*,"","","","BackboneElement {[]} {[]}
","Patient","Information om patienten (PatientInformation).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.patient",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listinquiries.inquiries.data.patient.id","listinquiries.inquiries.data.patient.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listinquiries.inquiries.data.patient.extension","listinquiries.inquiries.data.patient.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listinquiries.inquiries.data.patient.modifierExtension","listinquiries.inquiries.data.patient.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listinquiries.inquiries.data.patient.age","listinquiries.inquiries.data.patient.age","","","",1,1,"","","","integer {[]} {[]}
","Ålder","Patientens ålder i år (0–200).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.patient.age",1,1,"",""
"listinquiries.inquiries.data.patient.gender","listinquiries.inquiries.data.patient.gender","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Kön","Patientens kön enligt KV Kön [R4], codeSystem 1.2.752.129.2.2.1.1. Giltiga värden (urval): 1 = man, 2 = kvinna.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.patient.gender",1,1,"",""
"listinquiries.inquiries.data.authorizationLevel","listinquiries.inquiries.data.authorizationLevel","","","",1,1,"","","","BackboneElement {[]} {[]}
","Krav på kompetensnivå","Krav på tolkens kompetensnivå (AuthorizationLevelWithRequirement).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.authorizationLevel",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listinquiries.inquiries.data.authorizationLevel.id","listinquiries.inquiries.data.authorizationLevel.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listinquiries.inquiries.data.authorizationLevel.extension","listinquiries.inquiries.data.authorizationLevel.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listinquiries.inquiries.data.authorizationLevel.modifierExtension","listinquiries.inquiries.data.authorizationLevel.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listinquiries.inquiries.data.authorizationLevel.minAuthorizationLevel","listinquiries.inquiries.data.authorizationLevel.minAuthorizationLevel","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Lägsta kompetensnivå","Tolkens kompetensnivå enligt KV Kompetensnivå tolk [R4], codeSystem eec2f9b0-03d5-450d-9797-ac0c74f6cfac.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.authorizationLevel.minAuthorizationLevel",1,1,"",""
"listinquiries.inquiries.data.authorizationLevel.requiredLevel","listinquiries.inquiries.data.authorizationLevel.requiredLevel","","","",1,1,"","","","code {[]} {[]}
","Kravnivå","Desired = angiven nivå är lägsta accepterade men högre godtas; Only = endast angiven nivå godtas.","","","","","","","","","",,"required","","https://fhir.inera.se/ig/supportprocess-personalresources-interpretation/ValueSet/requirementlevel-vs","",,,,"listinquiries.inquiries.data.authorizationLevel.requiredLevel",1,1,"",""
"listinquiries.inquiries.data.additionalRequirements","listinquiries.inquiries.data.additionalRequirements","","","",0,*,"","","","string {[]} {[]}
","Ytterligare krav","Eventuella ytterligare krav från beställaren.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.additionalRequirements",0,*,"",""
"listinquiries.inquiries.data.interpretationType","listinquiries.inquiries.data.interpretationType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Typ av tolkning","Typ av tolkning enligt KV Typ av tolkning [R4], codeSystem 498c11f2-05c0-4d99-aef2-770a2b2a8260.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.interpretationType",1,1,"",""
"listinquiries.inquiries.data.contactInformation","listinquiries.inquiries.data.contactInformation","","","",1,1,"","","","BackboneElement {[]} {[]}
","Kontaktinformation","Information om tolkstället och beställaren (ContactInformation).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listinquiries.inquiries.data.contactInformation.id","listinquiries.inquiries.data.contactInformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"listinquiries.inquiries.data.contactInformation.extension","listinquiries.inquiries.data.contactInformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listinquiries.inquiries.data.contactInformation.modifierExtension","listinquiries.inquiries.data.contactInformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"listinquiries.inquiries.data.contactInformation.address","listinquiries.inquiries.data.contactInformation.address","","","",1,1,"","","","string {[]} {[]}
","Adress","Adress till tolkställe.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.address",1,1,"",""
"listinquiries.inquiries.data.contactInformation.changedAddress","listinquiries.inquiries.data.contactInformation.changedAddress","","","",1,1,"","","","boolean {[]} {[]}
","Ändrad adress","Anger om adressen skiljer sig från adressen i elektroniska katalogen (EK).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.changedAddress",1,1,"",""
"listinquiries.inquiries.data.contactInformation.doorCode","listinquiries.inquiries.data.contactInformation.doorCode","","","",0,1,"","","","string {[]} {[]}
","Portkod","Eventuell portkod till tolkstället.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.doorCode",0,1,"",""
"listinquiries.inquiries.data.contactInformation.locationDetails","listinquiries.inquiries.data.contactInformation.locationDetails","","","",0,1,"","","","string {[]} {[]}
","Platsförtydligande","Platsförtydligande eller vägbeskrivning till tolkstället.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.locationDetails",0,1,"",""
"listinquiries.inquiries.data.contactInformation.locationName","listinquiries.inquiries.data.contactInformation.locationName","","","",1,1,"","","","string {[]} {[]}
","Tolkställe","Namn på tolkstället.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.locationName",1,1,"",""
"listinquiries.inquiries.data.contactInformation.contactPerson","listinquiries.inquiries.data.contactInformation.contactPerson","","","",1,1,"","","","string {[]} {[]}
","Kontaktperson","Kontaktpersonens namn.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.contactPerson",1,1,"",""
"listinquiries.inquiries.data.contactInformation.contactPhone","listinquiries.inquiries.data.contactInformation.contactPhone","","","",1,1,"","","","string {[]} {[]}
","Kontakttelefon","Telefonnummer till kontaktperson.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.contactPhone",1,1,"",""
"listinquiries.inquiries.data.contactInformation.healthCareProfessionalName","listinquiries.inquiries.data.contactInformation.healthCareProfessionalName","","","",1,1,"","","","string {[]} {[]}
","Vårdpersonal","Namn på hälso- och sjukvårdspersonal som ska träffa patienten.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.healthCareProfessionalName",1,1,"",""
"listinquiries.inquiries.data.contactInformation.orderingPersonName","listinquiries.inquiries.data.contactInformation.orderingPersonName","","","",1,1,"","","","string {[]} {[]}
","Beställare","Namn på beställare.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.orderingPersonName",1,1,"",""
"listinquiries.inquiries.data.contactInformation.orderingPersonId","listinquiries.inquiries.data.contactInformation.orderingPersonId","","","",1,1,"","","","Identifier {[]} {[]}
","Beställarens HSA-id","value = HSA-id; system = urn:oid:1.2.752.129.2.1.4.1 (RIV-TA IIType root/extension).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.orderingPersonId",1,1,"",""
"listinquiries.inquiries.data.contactInformation.orderingUnitName","listinquiries.inquiries.data.contactInformation.orderingUnitName","","","",1,1,"","","","string {[]} {[]}
","Beställande enhet","Beställande enhetens namn.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.orderingUnitName",1,1,"",""
"listinquiries.inquiries.data.contactInformation.orderingUnitHsaId","listinquiries.inquiries.data.contactInformation.orderingUnitHsaId","","","",1,1,"","","","Identifier {[]} {[]}
","Beställande enhetens HSA-id","value = HSA-id; system = urn:oid:1.2.752.129.2.1.4.1 (RIV-TA IIType root/extension).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.orderingUnitHsaId",1,1,"",""
"listinquiries.inquiries.data.contactInformation.orderingHealthcareUnitName","listinquiries.inquiries.data.contactInformation.orderingHealthcareUnitName","","","",1,1,"","","","string {[]} {[]}
","Överordnad enhet","Namn på enhet som organisatoriskt ligger över den beställande enheten.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.orderingHealthcareUnitName",1,1,"",""
"listinquiries.inquiries.data.contactInformation.orderingHealthcareUnitHsaId","listinquiries.inquiries.data.contactInformation.orderingHealthcareUnitHsaId","","","",1,1,"","","","Identifier {[]} {[]}
","Överordnad enhets HSA-id","value = HSA-id; system = urn:oid:1.2.752.129.2.1.4.1 (RIV-TA IIType root/extension).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.contactInformation.orderingHealthcareUnitHsaId",1,1,"",""
"listinquiries.inquiries.data.travelTimeCostAllowed","listinquiries.inquiries.data.travelTimeCostAllowed","","","",1,1,"","","","boolean {[]} {[]}
","Restidsersättning möjlig","Anger om restidsersättning är möjlig inom ramen för förfrågan.","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.travelTimeCostAllowed",1,1,"",""
"listinquiries.inquiries.data.interpreterGender","listinquiries.inquiries.data.interpreterGender","","","",0,1,"","","","BackboneElement {[]} {[]}
","Krav på tolkens kön","Krav på tolkens kön (RequiredGenderWithRequirement).","","","","","","","","","",,,,,"",,,,"listinquiries.inquiries.data.interpreterGender",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"listinquiries.inquiries.data.interpreterGender.id","listinquiries.inquiries.data.interpreterGender.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
