"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"birthregistration-request","birthregistration-request.Dokumentuppgifter.Ingivartelefon","birthregistration-request.Dokumentuppgifter.Ingivartelefon","","","",0,1,"","","","string {[]} {[]}
","Ingivartelefon","Ingivartelefon","","","","","","","","","",,,,,"",,,,"birthregistration-request.Dokumentuppgifter.Ingivartelefon",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter","birthregistration-request.Arendeuppgifter","","","",1,1,"","","","BackboneElement {[]} {[]}
","Arendeuppgifter","Arendeuppgifter","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"birthregistration-request","birthregistration-request.Arendeuppgifter.id","birthregistration-request.Arendeuppgifter.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.extension","birthregistration-request.Arendeuppgifter.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.modifierExtension","birthregistration-request.Arendeuppgifter.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder","birthregistration-request.Arendeuppgifter.Moder","","","",1,1,"","","","BackboneElement {[]} {[]}
","Moder","Moder","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.Moder",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.id","birthregistration-request.Arendeuppgifter.Moder.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.extension","birthregistration-request.Arendeuppgifter.Moder.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.modifierExtension","birthregistration-request.Arendeuppgifter.Moder.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Namn","birthregistration-request.Arendeuppgifter.Moder.Namn","","","",0,1,"","","","BackboneElement {[]} {[]}
","Namn","Namn","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.Moder.Namn",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Namn.id","birthregistration-request.Arendeuppgifter.Moder.Namn.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Namn.extension","birthregistration-request.Arendeuppgifter.Moder.Namn.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Namn.modifierExtension","birthregistration-request.Arendeuppgifter.Moder.Namn.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Namn.Fornamn","birthregistration-request.Arendeuppgifter.Moder.Namn.Fornamn","","","",0,1,"","","","string {[]} {[]}
","Fornamn","Fornamn","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.Moder.Namn.Fornamn",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Namn.Mellannamn","birthregistration-request.Arendeuppgifter.Moder.Namn.Mellannamn","","","",0,1,"","","","string {[]} {[]}
","Mellannamn","Mellannamn","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.Moder.Namn.Mellannamn",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Namn.Efternamn","birthregistration-request.Arendeuppgifter.Moder.Namn.Efternamn","","","",0,1,"","","","string {[]} {[]}
","Efternamn","Efternamn","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.Moder.Namn.Efternamn",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum","","","",0,1,"","","","BackboneElement {[]} {[]}
","Fodelsedatum","Fodelsedatum","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.id","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.extension","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.modifierExtension","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.FodelseAr","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.FodelseAr","","","",1,1,"","","","string {[]} {[]}
","FodelseAr","FodelseAr","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.FodelseAr",1,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.FodelseManad","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.FodelseManad","","","",1,1,"","","","string {[]} {[]}
","FodelseManad","FodelseManad","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.FodelseManad",1,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.FodelseDag","birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.FodelseDag","","","",1,1,"","","","string {[]} {[]}
","FodelseDag","FodelseDag","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.Moder.Fodelsedatum.FodelseDag",1,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.Moder.PersonNummer","birthregistration-request.Arendeuppgifter.Moder.PersonNummer","","","",0,1,"","","","string {[]} {[]}
","PersonNummer","PersonNummer","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.Moder.PersonNummer",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake","birthregistration-request.Arendeuppgifter.ModersMake","","","",0,1,"","","","BackboneElement {[]} {[]}
","ModersMake","ModersMake","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.ModersMake",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.id","birthregistration-request.Arendeuppgifter.ModersMake.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.extension","birthregistration-request.Arendeuppgifter.ModersMake.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.modifierExtension","birthregistration-request.Arendeuppgifter.ModersMake.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.Namn","birthregistration-request.Arendeuppgifter.ModersMake.Namn","","","",0,1,"","","","BackboneElement {[]} {[]}
","Namn","Namn","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.ModersMake.Namn",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.Namn.id","birthregistration-request.Arendeuppgifter.ModersMake.Namn.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.Namn.extension","birthregistration-request.Arendeuppgifter.ModersMake.Namn.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.Namn.modifierExtension","birthregistration-request.Arendeuppgifter.ModersMake.Namn.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.Namn.Fornamn","birthregistration-request.Arendeuppgifter.ModersMake.Namn.Fornamn","","","",0,1,"","","","string {[]} {[]}
","Fornamn","Fornamn","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.ModersMake.Namn.Fornamn",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.Namn.Mellannamn","birthregistration-request.Arendeuppgifter.ModersMake.Namn.Mellannamn","","","",0,1,"","","","string {[]} {[]}
","Mellannamn","Mellannamn","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.ModersMake.Namn.Mellannamn",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.Namn.Efternamn","birthregistration-request.Arendeuppgifter.ModersMake.Namn.Efternamn","","","",0,1,"","","","string {[]} {[]}
","Efternamn","Efternamn","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.ModersMake.Namn.Efternamn",0,1,"",""
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.Fodelsedatum","birthregistration-request.Arendeuppgifter.ModersMake.Fodelsedatum","","","",0,1,"","","","BackboneElement {[]} {[]}
","Fodelsedatum","Fodelsedatum","","","","","","","","","",,,,,"",,,,"birthregistration-request.Arendeuppgifter.ModersMake.Fodelsedatum",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"birthregistration-request","birthregistration-request.Arendeuppgifter.ModersMake.Fodelsedatum.id","birthregistration-request.Arendeuppgifter.ModersMake.Fodelsedatum.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
