"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getlisting.subjectOfCare.listing.validFromDate","getlisting.subjectOfCare.listing.validFromDate","","","",0,1,"","","","dateTime {[]} {[]}
","Datum för när listningen började gälla","Anger datum för när listningen började gälla.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.validFromDate",0,1,"",""
"getlisting.subjectOfCare.listing.validToDate","getlisting.subjectOfCare.listing.validToDate","","","",0,1,"","","","dateTime {[]} {[]}
","Datum när listningen slutade gälla","Anger datum när listningen slutade gälla.
Om datum saknas är det implicit obestämt in i framtiden.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.validToDate",0,1,"",""
"getlisting.subjectOfCare.listing.listingType","getlisting.subjectOfCare.listing.listingType","","","",1,1,"","","","string {[]} {[]}
","Typ av listning","Typ av listning, t.ex. BVC, HLM, FL.
Listningstyp saknar centralt kodverk — se QUESTIONS.md.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.listingType",1,1,"",""
"getlisting.subjectOfCare.listing.healthcareFacility","getlisting.subjectOfCare.listing.healthcareFacility","","","",1,1,"","","","BackboneElement {[]} {[]}
","Vårdinrättning som ansvarar för personen","Facility: Vårdinrättning/vårdenhet som ansvarar för personen som listat sig hos dem.
Det är denna inrättning som för ekonomisk ersättning för personen.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.healthcareFacility",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getlisting.subjectOfCare.listing.healthcareFacility.id","getlisting.subjectOfCare.listing.healthcareFacility.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getlisting.subjectOfCare.listing.healthcareFacility.extension","getlisting.subjectOfCare.listing.healthcareFacility.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getlisting.subjectOfCare.listing.healthcareFacility.modifierExtension","getlisting.subjectOfCare.listing.healthcareFacility.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getlisting.subjectOfCare.listing.healthcareFacility.facilityId","getlisting.subjectOfCare.listing.healthcareFacility.facilityId","","","",1,1,"","","","Identifier {[]} {[]}
","HSA-ID för vårdenheten","HSA-ID eller alternativt Orgnr+lokalt id för vårdenheten.
System: urn:oid:1.2.752.129.2.1.4.1 (HSA-id).
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.healthcareFacility.facilityId",1,1,"",""
"getlisting.subjectOfCare.listing.healthcareFacility.facilityName","getlisting.subjectOfCare.listing.healthcareFacility.facilityName","","","",1,1,"","","","string {[]} {[]}
","Namn på vårdenheten","Enhetens officiella namn.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.healthcareFacility.facilityName",1,1,"",""
"getlisting.subjectOfCare.listing.healthcareFacility.hasQueue","getlisting.subjectOfCare.listing.healthcareFacility.hasQueue","","","",0,1,"","","","boolean {[]} {[]}
","Indikerar om vårdenheten har kö","Boolskt värde som indikerar om vårdenheten har kö vid listningar.
Kan utelämnas om information inte har någon betydelse i kontexten.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.healthcareFacility.hasQueue",0,1,"",""
"getlisting.subjectOfCare.listing.healthcareFacility.supportedListingTypes","getlisting.subjectOfCare.listing.healthcareFacility.supportedListingTypes","","","",0,*,"","","","string {[]} {[]}
","Listningstyper som vårdenheten stödjer","Lista med listningstyper som vårdenheten stödjer.
Utelämnas per postcondition i GetListing-svaret.
Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.healthcareFacility.supportedListingTypes",0,*,"",""
"getlisting.subjectOfCare.listing.resource","getlisting.subjectOfCare.listing.resource","","","",0,1,"","","","BackboneElement {[]} {[]}
","Specifik resurs som utför listningstjänsten","Resource: specifik resurs (t.ex. en läkare eller husläkarteam) som utför listningstjänsten.
Om listning pekar ut en specifik resurs.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.resource",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getlisting.subjectOfCare.listing.resource.id","getlisting.subjectOfCare.listing.resource.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getlisting.subjectOfCare.listing.resource.extension","getlisting.subjectOfCare.listing.resource.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getlisting.subjectOfCare.listing.resource.modifierExtension","getlisting.subjectOfCare.listing.resource.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getlisting.subjectOfCare.listing.resource.resourceId","getlisting.subjectOfCare.listing.resource.resourceId","","","",1,1,"","","","Identifier {[]} {[]}
","HSA-ID för resursen","HSA-ID för resursen (personal).
I de fall HSA-id inte finns tillgängligt kan alternativ id-beteckning användas.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.resource.resourceId",1,1,"",""
"getlisting.subjectOfCare.listing.resource.resourceName","getlisting.subjectOfCare.listing.resource.resourceName","","","",1,1,"","","","string {[]} {[]}
","Namn på vårdgivaren","Aktuell persons förnamn och efternamn.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getlisting.subjectOfCare.listing.resource.resourceName",1,1,"",""
