"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getallblocks.blocks.modifierExtension","getallblocks.blocks.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getallblocks.blocks.blockId","getallblocks.blocks.blockId","","","",1,1,"","","","string {[]} {[]}
","Unik identifierare för spärren (UUID-format)","Unik identifierare för spärren (UUID-format)","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.blockId",1,1,"",""
"getallblocks.blocks.blockType","getallblocks.blocks.blockType","","","",1,1,"","","","code {[]} {[]}
","Typ av spärr (Inner/Outer)","Typ av spärr (Inner/Outer)","","","","","","","","","",,"required","","https://fhir.inera.se/ig/ehr-blocking/ValueSet/blocktype-vs","",,,,"getallblocks.blocks.blockType",1,1,"",""
"getallblocks.blocks.patientId","getallblocks.blocks.patientId","","","",1,1,"","","","string {[]} {[]}
","Patientens personnummer, samordningsnummer eller reservnummer","Patientens personnummer, samordningsnummer eller reservnummer","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.patientId",1,1,"",""
"getallblocks.blocks.informationStartDate","getallblocks.blocks.informationStartDate","","","",0,1,"","","","dateTime {[]} {[]}
","Startdatum för vilken information spärren gäller","Startdatum för vilken information spärren gäller","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.informationStartDate",0,1,"",""
"getallblocks.blocks.informationEndDate","getallblocks.blocks.informationEndDate","","","",0,1,"","","","dateTime {[]} {[]}
","Slutdatum för vilken information spärren gäller","Slutdatum för vilken information spärren gäller","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.informationEndDate",0,1,"",""
"getallblocks.blocks.informationCareUnitId","getallblocks.blocks.informationCareUnitId","","","",0,1,"","","","string {[]} {[]}
","HSA-id för vårdenhet vars information spärren gäller (vid inre spärr)","HSA-id för vårdenhet vars information spärren gäller (vid inre spärr)","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.informationCareUnitId",0,1,"",""
"getallblocks.blocks.informationCareProviderId","getallblocks.blocks.informationCareProviderId","","","",1,1,"","","","string {[]} {[]}
","HSA-id för vårdgivare vars information spärren gäller","HSA-id för vårdgivare vars information spärren gäller","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.informationCareProviderId",1,1,"",""
"getallblocks.blocks.excludedInformationTypes","getallblocks.blocks.excludedInformationTypes","","","",0,*,"","","","BackboneElement {[]} {[]}
","Informationstyper undantagna från spärren","Informationstyper undantagna från spärren","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.excludedInformationTypes",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getallblocks.blocks.excludedInformationTypes.id","getallblocks.blocks.excludedInformationTypes.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getallblocks.blocks.excludedInformationTypes.extension","getallblocks.blocks.excludedInformationTypes.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getallblocks.blocks.excludedInformationTypes.modifierExtension","getallblocks.blocks.excludedInformationTypes.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getallblocks.blocks.excludedInformationTypes.infoTypeId","getallblocks.blocks.excludedInformationTypes.infoTypeId","","","",1,1,"","","","string {[]} {[]}
","Identifierare för informationstypen (t.ex. 'lak' eller 'upp')","Identifierare för informationstypen (t.ex. 'lak' eller 'upp')","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.excludedInformationTypes.infoTypeId",1,1,"",""
"getallblocks.blocks.excludedInformationTypes.infoTypeDescription","getallblocks.blocks.excludedInformationTypes.infoTypeDescription","","","",1,1,"","","","string {[]} {[]}
","Beskrivning av informationstypen (max 64 tecken)","Beskrivning av informationstypen (max 64 tecken)","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.excludedInformationTypes.infoTypeDescription",1,1,"",""
"getallblocks.blocks.temporaryRevokes","getallblocks.blocks.temporaryRevokes","","","",0,*,"","","","BackboneElement {[]} {[]}
","Aktiva tillfälliga hävningar för denna spärr","Aktiva tillfälliga hävningar för denna spärr","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.temporaryRevokes",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getallblocks.blocks.temporaryRevokes.id","getallblocks.blocks.temporaryRevokes.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getallblocks.blocks.temporaryRevokes.extension","getallblocks.blocks.temporaryRevokes.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getallblocks.blocks.temporaryRevokes.modifierExtension","getallblocks.blocks.temporaryRevokes.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getallblocks.blocks.temporaryRevokes.temporaryRevokeId","getallblocks.blocks.temporaryRevokes.temporaryRevokeId","","","",1,1,"","","","string {[]} {[]}
","Unik identifierare för tillfällig hävning (UUID)","Unik identifierare för tillfällig hävning (UUID)","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.temporaryRevokes.temporaryRevokeId",1,1,"",""
"getallblocks.blocks.temporaryRevokes.endDate","getallblocks.blocks.temporaryRevokes.endDate","","","",1,1,"","","","dateTime {[]} {[]}
","Datum när den tillfälliga hävningen upphör","Datum när den tillfälliga hävningen upphör","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.temporaryRevokes.endDate",1,1,"",""
"getallblocks.blocks.temporaryRevokes.revokedForCareUnitId","getallblocks.blocks.temporaryRevokes.revokedForCareUnitId","","","",1,1,"","","","string {[]} {[]}
","HSA-id för vårdenhet som har tillfällig hävning","HSA-id för vårdenhet som har tillfällig hävning","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.temporaryRevokes.revokedForCareUnitId",1,1,"",""
"getallblocks.blocks.temporaryRevokes.revokedForEmployeeId","getallblocks.blocks.temporaryRevokes.revokedForEmployeeId","","","",0,1,"","","","string {[]} {[]}
","HSA-id för enskild medarbetare med tillfällig hävning","HSA-id för enskild medarbetare med tillfällig hävning","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.temporaryRevokes.revokedForEmployeeId",0,1,"",""
"getallblocks.blocks.temporaryRevokes.ownerId","getallblocks.blocks.temporaryRevokes.ownerId","","","",0,1,"","","","string {[]} {[]}
","System som registrerade hävningen","System som registrerade hävningen","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.temporaryRevokes.ownerId",0,1,"",""
"getallblocks.blocks.ownerId","getallblocks.blocks.ownerId","","","",0,1,"","","","string {[]} {[]}
","System som registrerade spärren","System som registrerade spärren","","","","","","","","","",,,,,"",,,,"getallblocks.blocks.ownerId",0,1,"",""
"getallblocks.nextCreatedOnOrAfter","getallblocks.nextCreatedOnOrAfter","","","",1,1,"","","","dateTime {[]} {[]}
","Tidsstämpel att använda i nästa anrop för inkrementell hämtning","Tidsstämpel att använda i nästa anrop för inkrementell hämtning","","","","","","","","","",,,,,"",,,,"getallblocks.nextCreatedOnOrAfter",1,1,"",""
"getallblocks.latestCancellation","getallblocks.latestCancellation","","","",1,1,"","","","dateTime {[]} {[]}
","Senaste makulerings- eller hävningstidpunkt i resultatet","Senaste makulerings- eller hävningstidpunkt i resultatet","","","","","","","","","",,,,,"",,,,"getallblocks.latestCancellation",1,1,"",""
