"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"makebooking-request","makebooking-request","","","",0,*,"","","","null {[]} {[]}
","MakeBooking — Request","Logisk modell för requestparametrar i MakeBooking.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"makebooking-request.requestedTimeslot.subject-of-care","makebooking-request.requestedTimeslot.subject_of_care","","","",1,1,"","","","string {[]} {[]}
","Personnummer enl. yyyymmddxxxx","Personnummer för invånaren.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.subject_of_care",1,1,"",""
"makebooking-request.requestedTimeslot.purpose","makebooking-request.requestedTimeslot.purpose","","","",0,1,"","","","string {[]} {[]}
","Besöksorsak","Beskrivning av besöksorsak angiven av vårdenhet.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.purpose",0,1,"",""
"makebooking-request.requestedTimeslot.reason","makebooking-request.requestedTimeslot.reason","","","",0,1,"","","","string {[]} {[]}
","Kontaktorsak","Kontaktorsak som invånare uppger.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.reason",0,1,"",""
"makebooking-request.requestedTimeslot.resourceName","makebooking-request.requestedTimeslot.resourceName","","","",0,1,"","","","string {[]} {[]}
","Namn på resurs","Namn på resurs.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.resourceName",0,1,"",""
"makebooking-request.requestedTimeslot.healthcare-facility-name","makebooking-request.requestedTimeslot.healthcare_facility_name","","","",0,1,"","","","string {[]} {[]}
","Namn på mottagning","Namn på mottagning/vårdenhet.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.healthcare_facility_name",0,1,"",""
"makebooking-request.requestedTimeslot.performerName","makebooking-request.requestedTimeslot.performerName","","","",0,1,"","","","string {[]} {[]}
","Namn på HoS-person","Namn på HoS-person.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.performerName",0,1,"",""
"makebooking-request.requestedTimeslot.resourceID","makebooking-request.requestedTimeslot.resourceID","","","",0,1,"","","","string {[]} {[]}
","Identitet för resurs","Identitet för resurs.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.resourceID",0,1,"",""
"makebooking-request.requestedTimeslot.timeTypeName","makebooking-request.requestedTimeslot.timeTypeName","","","",0,1,"","","","string {[]} {[]}
","Tidstyp","Tidstyp för det bokade besöket.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.timeTypeName",0,1,"",""
"makebooking-request.requestedTimeslot.timeTypeID","makebooking-request.requestedTimeslot.timeTypeID","","","",0,1,"","","","string {[]} {[]}
","Identitet för tidstyp","Identitet för tidstyp.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.timeTypeID",0,1,"",""
"makebooking-request.requestedTimeslot.careTypeName","makebooking-request.requestedTimeslot.careTypeName","","","",0,1,"","","","string {[]} {[]}
","Klartext för vårdtyp","Klartext för vårdtyp.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.careTypeName",0,1,"",""
"makebooking-request.requestedTimeslot.careTypeID","makebooking-request.requestedTimeslot.careTypeID","","","",0,1,"","","","string {[]} {[]}
","Identitet för vårdtyp","Identitet för vårdtyp.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.requestedTimeslot.careTypeID",0,1,"",""
"makebooking-request.subject-of-care-info","makebooking-request.subject_of_care_info","","","",1,1,"","","","BackboneElement {[]} {[]}
","Invånarinformation (SubjectOfCareType)","Invånarens kontaktinformation.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"makebooking-request.subject_of_care_info",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"makebooking-request.subject-of-care-info.id","makebooking-request.subject_of_care_info.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"makebooking-request.subject-of-care-info.extension","makebooking-request.subject_of_care_info.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"makebooking-request.subject-of-care-info.modifierExtension","makebooking-request.subject_of_care_info.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"makebooking-request.subject-of-care-info.phone","makebooking-request.subject_of_care_info.phone","","","",0,1,"","","","string {[]} {[]}
","Telefonnummer","Telefonnummer.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.subject_of_care_info.phone",0,1,"",""
"makebooking-request.subject-of-care-info.email","makebooking-request.subject_of_care_info.email","","","",0,1,"","","","string {[]} {[]}
","Email-adress","Email-adress.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.subject_of_care_info.email",0,1,"",""
"makebooking-request.subject-of-care-info.address","makebooking-request.subject_of_care_info.address","","","",0,1,"","","","string {[]} {[]}
","Adress","Adress.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.subject_of_care_info.address",0,1,"",""
"makebooking-request.subject-of-care-info.coaddress","makebooking-request.subject_of_care_info.coaddress","","","",0,1,"","","","string {[]} {[]}
","Co-adress","Co-adress.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.subject_of_care_info.coaddress",0,1,"",""
"makebooking-request.subject-of-care-info.firstName","makebooking-request.subject_of_care_info.firstName","","","",1,1,"","","","string {[]} {[]}
","Invånarens förnamn","Invånarens förnamn enligt Skatteverkets definition (aktuellt värde).
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"makebooking-request.subject_of_care_info.firstName",1,1,"",""
"makebooking-request.subject-of-care-info.middleName","makebooking-request.subject_of_care_info.middleName","","","",0,1,"","","","string {[]} {[]}
","Invånarens mellannamn","Invånarens mellannamn enligt Skatteverkets definition (aktuellt värde).
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.subject_of_care_info.middleName",0,1,"",""
"makebooking-request.subject-of-care-info.lastName","makebooking-request.subject_of_care_info.lastName","","","",1,1,"","","","string {[]} {[]}
","Invånarens efternamn","Invånarens efternamn enligt Skatteverkets definition (aktuellt värde).
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"makebooking-request.subject_of_care_info.lastName",1,1,"",""
"makebooking-request.notification","makebooking-request.notification","","","",0,1,"","","","string {[]} {[]}
","Notifiering till producent","Notifiering till producent.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"makebooking-request.notification",0,1,"",""
